scan_id,ticket_id,order_id,event_id,gate,scanned_at
SCN-5-00041,ORD-01411-T1,ORD-01411,EV-05,MAIN-1,2025-07-05 19:05:42
SCN-5-00042,ORD-03130-T2,ORD-03130,EV-05,MAIN-2,2025-07-05 19:05:47
SCN-5-00043,ORD-01161-T1,ORD-01161,EV-05,MAIN-2,2025-07-05 19:05:50
SCN-5-00044,ORD-02999-T1,ORD-02999,EV-05,MAIN-1,2025-07-05 19:05:51
SCN-5-00045,ORD-02083-T3,ORD-02083,EV-05,MAIN-1,2025-07-05 19:05:54
SCN-5-00046,ORD-01898-T1,ORD-01898,EV-05,MAIN-1,2025-07-05 19:05:56
SCN-5-00047,ORD-03057-T4,ORD-03057,EV-05,MAIN-2,2025-07-05 19:05:56
SCN-5-00048,ORD-01380-T1,ORD-01380,EV-05,MAIN-1,2025-07-05 19:06:08
SCN-5-00049,ORD-01581-T2,ORD-01581,EV-05,SIDE-A,2025-07-05 19:06:09
SCN-5-00050,ORD-02020-T1,ORD-02020,EV-05,MAIN-2,2025-07-05 19:06:23
SCN-5-00051,ORD-01857-T1,ORD-01857,EV-05,SIDE-A,2025-07-05 19:06:47
SCN-5-00052,ORD-02550-T1,ORD-02550,EV-05,MAIN-2,2025-07-05 19:06:54
SCN-5-00053,ORD-00870-T3,ORD-00870,EV-05,MAIN-1,2025-07-05 19:07:00
SCN-5-00054,ORD-01561-T1,ORD-01561,EV-05,MAIN-1,2025-07-05 19:07:02
SCN-5-00055,ORD-02850-T1,ORD-02850,EV-05,MAIN-1,2025-07-05 19:07:11
SCN-5-00056,ORD-00731-T1,ORD-00731,EV-05,MAIN-1,2025-07-05 19:07:27
SCN-5-00057,ORD-02280-T3,ORD-02280,EV-05,MAIN-2,2025-07-05 19:07:33
SCN-5-00058,ORD-03237-T1,ORD-03237,EV-05,MAIN-2,2025-07-05 19:07:34
SCN-5-00059,ORD-00250-T2,ORD-00250,EV-05,MAIN-2,2025-07-05 19:08:02
SCN-5-00060,ORD-01572-T3,ORD-01572,EV-05,MAIN-2,2025-07-05 19:08:03
SCN-5-00061,ORD-00583-T2,ORD-00583,EV-05,SIDE-A,2025-07-05 19:08:04
SCN-5-00062,ORD-01375-T1,ORD-01375,EV-05,MAIN-2,2025-07-05 19:08:04
SCN-5-00063,ORD-01467-T1,ORD-01467,EV-05,MAIN-1,2025-07-05 19:08:10
SCN-5-00064,ORD-03040-T1,ORD-03040,EV-05,MAIN-2,2025-07-05 19:08:11
SCN-5-00065,ORD-03327-T1,ORD-03327,EV-05,MAIN-1,2025-07-05 19:08:20
SCN-5-00066,ORD-03222-T1,ORD-03222,EV-05,SIDE-A,2025-07-05 19:08:29
SCN-5-00067,ORD-00404-T2,ORD-00404,EV-05,SIDE-A,2025-07-05 19:08:33
SCN-5-00068,ORD-01382-T2,ORD-01382,EV-05,MAIN-2,2025-07-05 19:08:38
SCN-5-00069,ORD-02550-T1,ORD-02550,EV-05,MAIN-2,2025-07-05 19:08:58
SCN-5-00070,ORD-01148-T3,ORD-01148,EV-05,MAIN-1,2025-07-05 19:09:08
SCN-5-00071,ORD-03299-T1,ORD-03299,EV-05,MAIN-2,2025-07-05 19:09:32
SCN-5-00072,ORD-03333-T2,ORD-03333,EV-05,SIDE-A,2025-07-05 19:09:39
SCN-5-00073,ORD-01785-T1,ORD-01785,EV-05,SIDE-A,2025-07-05 19:09:48
SCN-5-00074,ORD-01222-T1,ORD-01222,EV-05,MAIN-1,2025-07-05 19:09:53
SCN-5-00075,ORD-01056-T2,ORD-01056,EV-05,SIDE-A,2025-07-05 19:10:00
SCN-5-00076,ORD-01674-T1,ORD-01674,EV-05,MAIN-1,2025-07-05 19:10:02
SCN-5-00077,ORD-03328-T3,ORD-03328,EV-05,MAIN-1,2025-07-05 19:10:02
SCN-5-00078,ORD-00307-T1,ORD-00307,EV-05,SIDE-A,2025-07-05 19:10:29
SCN-5-00079,ORD-00197-T1,ORD-00197,EV-05,MAIN-2,2025-07-05 19:10:40
SCN-5-00080,ORD-03256-T2,ORD-03256,EV-05,MAIN-1,2025-07-05 19:10:49
SCN-5-00081,ORD-01313-T2,ORD-01313,EV-05,MAIN-1,2025-07-05 19:10:50
SCN-5-00082,ORD-00726-T1,ORD-00726,EV-05,MAIN-2,2025-07-05 19:10:51
SCN-5-00083,ORD-01122-T3,ORD-01122,EV-05,MAIN-1,2025-07-05 19:10:53
SCN-5-00084,ORD-01037-T1,ORD-01037,EV-05,MAIN-1,2025-07-05 19:11:00
SCN-5-00085,ORD-03330-T1,ORD-03330,EV-05,MAIN-1,2025-07-05 19:11:03
SCN-5-00086,ORD-03366-T4,ORD-03366,EV-05,MAIN-1,2025-07-05 19:11:03
SCN-5-00087,ORD-01715-T2,ORD-01715,EV-05,SIDE-A,2025-07-05 19:11:25
SCN-5-00088,ORD-02453-T1,ORD-02453,EV-05,MAIN-2,2025-07-05 19:11:32
SCN-5-00089,ORD-00163-T3,ORD-00163,EV-05,MAIN-2,2025-07-05 19:11:35
SCN-5-00090,ORD-00063-T3,ORD-00063,EV-05,MAIN-2,2025-07-05 19:11:50
SCN-5-00091,ORD-00398-T3,ORD-00398,EV-05,MAIN-2,2025-07-05 19:11:50
SCN-5-00092,ORD-00880-T1,ORD-00880,EV-05,MAIN-2,2025-07-05 19:11:53
SCN-5-00093,ORD-01282-T1,ORD-01282,EV-05,MAIN-2,2025-07-05 19:12:00
SCN-5-00094,ORD-00400-T1,ORD-00400,EV-05,MAIN-1,2025-07-05 19:12:02
SCN-5-00095,ORD-03071-T5,ORD-03071,EV-05,MAIN-1,2025-07-05 19:12:07
SCN-5-00096,ORD-01481-T1,ORD-01481,EV-05,MAIN-2,2025-07-05 19:12:12
SCN-5-00097,ORD-00476-T1,ORD-00476,EV-05,MAIN-1,2025-07-05 19:12:20
SCN-5-00098,ORD-03249-T2,ORD-03249,EV-05,MAIN-1,2025-07-05 19:12:21
SCN-5-00099,ORD-01752-T1,ORD-01752,EV-05,MAIN-2,2025-07-05 19:12:23
SCN-5-00100,ORD-01833-T1,ORD-01833,EV-05,MAIN-2,2025-07-05 19:12:34
SCN-5-00101,ORD-02731-T2,ORD-02731,EV-05,MAIN-1,2025-07-05 19:12:38
SCN-5-00102,ORD-02091-T1,ORD-02091,EV-05,MAIN-2,2025-07-05 19:12:40
SCN-5-00103,ORD-03003-T1,ORD-03003,EV-05,MAIN-2,2025-07-05 19:12:43
SCN-5-00104,ORD-00539-T1,ORD-00539,EV-05,MAIN-1,2025-07-05 19:13:02
SCN-5-00105,ORD-00711-T2,ORD-00711,EV-05,MAIN-1,2025-07-05 19:13:03
SCN-5-00106,ORD-00900-T1,ORD-00900,EV-05,SIDE-A,2025-07-05 19:13:10
SCN-5-00107,ORD-00197-T1,ORD-00197,EV-05,MAIN-2,2025-07-05 19:13:12
SCN-5-00108,ORD-03273-T2,ORD-03273,EV-05,MAIN-2,2025-07-05 19:13:12
SCN-5-00109,ORD-03282-T2,ORD-03282,EV-05,MAIN-1,2025-07-05 19:13:26
SCN-5-00110,ORD-03141-T2,ORD-03141,EV-05,MAIN-2,2025-07-05 19:13:27
SCN-5-00111,ORD-00726-T2,ORD-00726,EV-05,MAIN-1,2025-07-05 19:13:34
SCN-5-00112,ORD-03094-T4,ORD-03094,EV-05,SIDE-A,2025-07-05 19:13:37
SCN-5-00113,ORD-03065-T4,ORD-03065,EV-05,SIDE-A,2025-07-05 19:13:42
SCN-5-00114,ORD-00292-T1,ORD-00292,EV-05,MAIN-1,2025-07-05 19:13:59
SCN-5-00115,ORD-01239-T1,ORD-01239,EV-05,MAIN-2,2025-07-05 19:14:02
SCN-5-00116,ORD-00355-T3,ORD-00355,EV-05,MAIN-1,2025-07-05 19:14:05
SCN-5-00117,ORD-00903-T4,ORD-00903,EV-05,MAIN-1,2025-07-05 19:14:06
SCN-5-00118,ORD-02987-T3,ORD-02987,EV-05,SIDE-A,2025-07-05 19:14:15
SCN-5-00119,ORD-01266-T1,ORD-01266,EV-05,SIDE-A,2025-07-05 19:14:31
SCN-5-00120,ORD-00874-T1,ORD-00874,EV-05,SIDE-A,2025-07-05 19:14:36
SCN-5-00121,ORD-01226-T2,ORD-01226,EV-05,MAIN-1,2025-07-05 19:14:38
SCN-5-00122,ORD-02040-T1,ORD-02040,EV-05,MAIN-1,2025-07-05 19:14:39
SCN-5-00123,ORD-00445-T1,ORD-00445,EV-05,SIDE-A,2025-07-05 19:14:42
SCN-5-00124,ORD-02586-T4,ORD-02586,EV-05,MAIN-1,2025-07-05 19:15:01
SCN-5-00125,ORD-00888-T2,ORD-00888,EV-05,MAIN-1,2025-07-05 19:15:04
SCN-5-00126,ORD-01308-T2,ORD-01308,EV-05,MAIN-1,2025-07-05 19:15:04
SCN-5-00127,ORD-01953-T1,ORD-01953,EV-05,SIDE-A,2025-07-05 19:15:21
SCN-5-00128,ORD-01282-T2,ORD-01282,EV-05,MAIN-1,2025-07-05 19:15:26
SCN-5-00129,ORD-00873-T2,ORD-00873,EV-05,MAIN-2,2025-07-05 19:15:32
SCN-5-00130,ORD-02780-T2,ORD-02780,EV-05,MAIN-1,2025-07-05 19:15:33
SCN-5-00131,ORD-00574-T1,ORD-00574,EV-05,MAIN-2,2025-07-05 19:15:34
SCN-5-00132,ORD-00154-T2,ORD-00154,EV-05,MAIN-1,2025-07-05 19:15:35
SCN-5-00133,ORD-01572-T1,ORD-01572,EV-05,MAIN-1,2025-07-05 19:15:42
SCN-5-00134,ORD-00672-T1,ORD-00672,EV-05,MAIN-2,2025-07-05 19:15:49
SCN-5-00135,ORD-00786-T1,ORD-00786,EV-05,MAIN-2,2025-07-05 19:15:52
SCN-5-00136,ORD-02790-T3,ORD-02790,EV-05,MAIN-1,2025-07-05 19:15:58
SCN-5-00137,ORD-03147-T1,ORD-03147,EV-05,SIDE-A,2025-07-05 19:16:02
SCN-5-00138,ORD-00874-T4,ORD-00874,EV-05,MAIN-2,2025-07-05 19:16:05
SCN-5-00139,ORD-00730-T1,ORD-00730,EV-05,MAIN-2,2025-07-05 19:16:06
SCN-5-00140,ORD-03180-T5,ORD-03180,EV-05,MAIN-2,2025-07-05 19:16:10
SCN-5-00141,ORD-03304-T2,ORD-03304,EV-05,MAIN-1,2025-07-05 19:16:18
SCN-5-00142,ORD-02979-T1,ORD-02979,EV-05,MAIN-1,2025-07-05 19:16:20
SCN-5-00143,ORD-02586-T1,ORD-02586,EV-05,SIDE-A,2025-07-05 19:16:21
SCN-5-00144,ORD-01094-T2,ORD-01094,EV-05,MAIN-2,2025-07-05 19:16:27
SCN-5-00145,ORD-02001-T2,ORD-02001,EV-05,MAIN-2,2025-07-05 19:16:31
SCN-5-00146,ORD-00947-T2,ORD-00947,EV-05,MAIN-1,2025-07-05 19:16:48
SCN-5-00147,ORD-00019-T1,ORD-00019,EV-05,MAIN-2,2025-07-05 19:16:54
SCN-5-00148,ORD-00695-T2,ORD-00695,EV-05,SIDE-A,2025-07-05 19:17:01
SCN-5-00149,ORD-00899-T4,ORD-00899,EV-05,MAIN-2,2025-07-05 19:17:02
SCN-5-00150,ORD-03018-T2,ORD-03018,EV-05,MAIN-2,2025-07-05 19:17:03
SCN-5-00151,ORD-03269-T2,ORD-03269,EV-05,MAIN-2,2025-07-05 19:17:04
SCN-5-00152,ORD-00802-T3,ORD-00802,EV-05,MAIN-2,2025-07-05 19:17:05
SCN-5-00153,ORD-01692-T1,ORD-01692,EV-05,SIDE-A,2025-07-05 19:17:21
SCN-5-00154,ORD-03291-T1,ORD-03291,EV-05,MAIN-1,2025-07-05 19:17:24
SCN-5-00155,ORD-02382-T2,ORD-02382,EV-05,MAIN-2,2025-07-05 19:17:41
SCN-5-00156,ORD-01195-T1,ORD-01195,EV-05,MAIN-1,2025-07-05 19:17:44
SCN-5-00157,ORD-02491-T2,ORD-02491,EV-05,MAIN-2,2025-07-05 19:17:44
SCN-5-00158,ORD-00873-T3,ORD-00873,EV-05,MAIN-2,2025-07-05 19:17:46
SCN-5-00159,ORD-03222-T3,ORD-03222,EV-05,MAIN-1,2025-07-05 19:17:46
SCN-5-00160,ORD-02779-T3,ORD-02779,EV-05,MAIN-2,2025-07-05 19:17:54
SCN-5-00161,ORD-02794-T3,ORD-02794,EV-05,MAIN-1,2025-07-05 19:17:55
SCN-5-00162,ORD-00568-T5,ORD-00568,EV-05,MAIN-2,2025-07-05 19:18:05
SCN-5-00163,ORD-02378-T1,ORD-02378,EV-05,MAIN-1,2025-07-05 19:18:05
SCN-5-00164,ORD-00352-T2,ORD-00352,EV-05,MAIN-1,2025-07-05 19:18:10
SCN-5-00165,ORD-02333-T2,ORD-02333,EV-05,MAIN-2,2025-07-05 19:18:17
SCN-5-00166,ORD-02710-T1,ORD-02710,EV-05,MAIN-1,2025-07-05 19:18:17
SCN-5-00167,ORD-02980-T1,ORD-02980,EV-05,MAIN-2,2025-07-05 19:18:17
SCN-5-00168,ORD-01715-T1,ORD-01715,EV-05,MAIN-2,2025-07-05 19:18:20
SCN-5-00169,ORD-01128-T1,ORD-01128,EV-05,MAIN-1,2025-07-05 19:18:21
SCN-5-00170,ORD-03175-T1,ORD-03175,EV-05,MAIN-1,2025-07-05 19:18:21
SCN-5-00171,ORD-03176-T1,ORD-03176,EV-05,MAIN-2,2025-07-05 19:18:23
SCN-5-00172,ORD-00627-T1,ORD-00627,EV-05,MAIN-2,2025-07-05 19:18:24
SCN-5-00173,ORD-01640-T1,ORD-01640,EV-05,MAIN-1,2025-07-05 19:18:26
SCN-5-00174,ORD-02496-T1,ORD-02496,EV-05,MAIN-1,2025-07-05 19:18:27
SCN-5-00175,ORD-01125-T2,ORD-01125,EV-05,MAIN-1,2025-07-05 19:18:34
SCN-5-00176,ORD-03069-T1,ORD-03069,EV-05,SIDE-A,2025-07-05 19:18:34
SCN-5-00177,ORD-03094-T3,ORD-03094,EV-05,MAIN-1,2025-07-05 19:18:41
SCN-5-00178,ORD-01940-T2,ORD-01940,EV-05,MAIN-1,2025-07-05 19:18:44
SCN-5-00179,ORD-02083-T4,ORD-02083,EV-05,SIDE-A,2025-07-05 19:18:48
SCN-5-00180,ORD-00233-T5,ORD-00233,EV-05,MAIN-2,2025-07-05 19:18:57
SCN-5-00181,ORD-00254-T1,ORD-00254,EV-05,SIDE-A,2025-07-05 19:18:58
SCN-5-00182,ORD-02382-T3,ORD-02382,EV-05,MAIN-1,2025-07-05 19:18:58
SCN-5-00183,ORD-01282-T3,ORD-01282,EV-05,MAIN-1,2025-07-05 19:19:10
SCN-5-00184,ORD-01612-T3,ORD-01612,EV-05,MAIN-1,2025-07-05 19:19:26
SCN-5-00185,ORD-00132-T2,ORD-00132,EV-05,MAIN-1,2025-07-05 19:19:27
SCN-5-00186,ORD-03331-T1,ORD-03331,EV-05,MAIN-1,2025-07-05 19:19:35
SCN-5-00187,ORD-03260-T1,ORD-03260,EV-05,MAIN-1,2025-07-05 19:19:42
SCN-5-00188,ORD-03174-T2,ORD-03174,EV-05,MAIN-1,2025-07-05 19:19:46
SCN-5-00189,ORD-03282-T1,ORD-03282,EV-05,SIDE-A,2025-07-05 19:19:47
SCN-5-00190,ORD-01691-T2,ORD-01691,EV-05,MAIN-1,2025-07-05 19:19:48
SCN-5-00191,ORD-02779-T4,ORD-02779,EV-05,MAIN-2,2025-07-05 19:19:48
SCN-5-00192,ORD-03295-T1,ORD-03295,EV-05,SIDE-A,2025-07-05 19:19:56
SCN-5-00193,ORD-01218-T1,ORD-01218,EV-05,MAIN-2,2025-07-05 19:20:00
SCN-5-00194,ORD-02225-T3,ORD-02225,EV-05,MAIN-1,2025-07-05 19:20:01
SCN-5-00195,ORD-02944-T5,ORD-02944,EV-05,MAIN-2,2025-07-05 19:20:06
SCN-5-00196,ORD-03342-T4,ORD-03342,EV-05,MAIN-2,2025-07-05 19:20:06
SCN-5-00197,ORD-00308-T2,ORD-00308,EV-05,MAIN-2,2025-07-05 19:20:10
SCN-5-00198,ORD-00192-T1,ORD-00192,EV-05,MAIN-2,2025-07-05 19:20:16
SCN-5-00199,ORD-02266-T3,ORD-02266,EV-05,MAIN-2,2025-07-05 19:20:19
SCN-5-00200,ORD-01235-T2,ORD-01235,EV-05,MAIN-2,2025-07-05 19:20:21
SCN-5-00201,ORD-00711-T5,ORD-00711,EV-05,MAIN-1,2025-07-05 19:20:22
SCN-5-00202,ORD-01187-T1,ORD-01187,EV-05,MAIN-2,2025-07-05 19:20:22
SCN-5-00203,ORD-01729-T1,ORD-01729,EV-05,MAIN-1,2025-07-05 19:20:27
SCN-5-00204,ORD-00756-T3,ORD-00756,EV-05,MAIN-1,2025-07-05 19:20:34
SCN-5-00205,ORD-01871-T1,ORD-01871,EV-05,MAIN-1,2025-07-05 19:20:35
SCN-5-00206,ORD-01128-T2,ORD-01128,EV-05,MAIN-2,2025-07-05 19:20:41
SCN-5-00207,ORD-03215-T3,ORD-03215,EV-05,MAIN-1,2025-07-05 19:20:42
SCN-5-00208,ORD-01089-T1,ORD-01089,EV-05,SIDE-A,2025-07-05 19:20:47
SCN-5-00209,ORD-00857-T2,ORD-00857,EV-05,MAIN-2,2025-07-05 19:20:50
SCN-5-00210,ORD-03057-T5,ORD-03057,EV-05,MAIN-1,2025-07-05 19:20:50
SCN-5-00211,ORD-02294-T4,ORD-02294,EV-05,MAIN-1,2025-07-05 19:20:58
SCN-5-00212,ORD-00583-T1,ORD-00583,EV-05,MAIN-1,2025-07-05 19:21:00
SCN-5-00213,ORD-02558-T1,ORD-02558,EV-05,MAIN-1,2025-07-05 19:21:06
SCN-5-00214,ORD-01626-T3,ORD-01626,EV-05,MAIN-1,2025-07-05 19:21:07
SCN-5-00215,ORD-00563-T1,ORD-00563,EV-05,MAIN-1,2025-07-05 19:21:10
SCN-5-00216,ORD-02364-T1,ORD-02364,EV-05,MAIN-1,2025-07-05 19:21:16
SCN-5-00217,ORD-00404-T1,ORD-00404,EV-05,MAIN-2,2025-07-05 19:21:20
SCN-5-00218,ORD-00756-T2,ORD-00756,EV-05,SIDE-A,2025-07-05 19:21:27
SCN-5-00219,ORD-02266-T2,ORD-02266,EV-05,MAIN-1,2025-07-05 19:21:27
SCN-5-00220,ORD-02903-T2,ORD-02903,EV-05,MAIN-2,2025-07-05 19:21:29
SCN-5-00221,ORD-02641-T3,ORD-02641,EV-05,SIDE-A,2025-07-05 19:21:31
SCN-5-00222,ORD-00526-T3,ORD-00526,EV-05,MAIN-2,2025-07-05 19:21:33
SCN-5-00223,ORD-00736-T1,ORD-00736,EV-05,SIDE-A,2025-07-05 19:21:33
SCN-5-00224,ORD-01342-T1,ORD-01342,EV-05,SIDE-A,2025-07-05 19:21:34
SCN-5-00225,ORD-00876-T1,ORD-00876,EV-05,MAIN-2,2025-07-05 19:21:35
SCN-5-00226,ORD-01143-T1,ORD-01143,EV-05,MAIN-2,2025-07-05 19:21:36
SCN-5-00227,ORD-00526-T1,ORD-00526,EV-05,SIDE-A,2025-07-05 19:21:37
SCN-5-00228,ORD-02610-T2,ORD-02610,EV-05,MAIN-2,2025-07-05 19:21:37
SCN-5-00229,ORD-00729-T1,ORD-00729,EV-05,MAIN-1,2025-07-05 19:21:42
SCN-5-00230,ORD-03174-T3,ORD-03174,EV-05,MAIN-1,2025-07-05 19:21:42
SCN-5-00231,ORD-00695-T1,ORD-00695,EV-05,MAIN-1,2025-07-05 19:21:46
SCN-5-00232,ORD-00802-T6,ORD-00802,EV-05,MAIN-2,2025-07-05 19:21:46
SCN-5-00233,ORD-02397-T1,ORD-02397,EV-05,MAIN-2,2025-07-05 19:21:59
SCN-5-00234,ORD-01992-T4,ORD-01992,EV-05,MAIN-2,2025-07-05 19:22:01
SCN-5-00235,ORD-00650-T2,ORD-00650,EV-05,MAIN-1,2025-07-05 19:22:13
SCN-5-00236,ORD-02970-T1,ORD-02970,EV-05,MAIN-2,2025-07-05 19:22:23
SCN-5-00237,ORD-01493-T1,ORD-01493,EV-05,MAIN-2,2025-07-05 19:22:24
SCN-5-00238,ORD-03366-T1,ORD-03366,EV-05,MAIN-2,2025-07-05 19:22:27
SCN-5-00239,ORD-01056-T1,ORD-01056,EV-05,SIDE-A,2025-07-05 19:22:28
SCN-5-00240,ORD-02080-T2,ORD-02080,EV-05,MAIN-2,2025-07-05 19:22:33
SCN-5-00241,ORD-01453-T2,ORD-01453,EV-05,MAIN-2,2025-07-05 19:22:34
SCN-5-00242,ORD-02849-T1,ORD-02849,EV-05,MAIN-2,2025-07-05 19:22:35
SCN-5-00243,ORD-00393-T1,ORD-00393,EV-05,MAIN-1,2025-07-05 19:22:37
SCN-5-00244,ORD-02256-T1,ORD-02256,EV-05,MAIN-2,2025-07-05 19:22:45
SCN-5-00245,ORD-01298-T2,ORD-01298,EV-05,MAIN-2,2025-07-05 19:22:46
SCN-5-00246,ORD-03273-T3,ORD-03273,EV-05,MAIN-2,2025-07-05 19:23:04
SCN-5-00247,ORD-02982-T1,ORD-02982,EV-05,MAIN-1,2025-07-05 19:23:07
SCN-5-00248,ORD-03354-T3,ORD-03354,EV-05,SIDE-A,2025-07-05 19:23:09
SCN-5-00249,ORD-01217-T2,ORD-01217,EV-05,SIDE-A,2025-07-05 19:23:10
SCN-5-00250,ORD-01966-T1,ORD-01966,EV-05,MAIN-1,2025-07-05 19:23:15
SCN-5-00251,ORD-00235-T4,ORD-00235,EV-05,MAIN-2,2025-07-05 19:23:19
SCN-5-00252,ORD-00602-T1,ORD-00602,EV-05,MAIN-2,2025-07-05 19:23:20
SCN-5-00253,ORD-00955-T3,ORD-00955,EV-05,MAIN-1,2025-07-05 19:23:20
SCN-5-00254,ORD-03354-T2,ORD-03354,EV-05,MAIN-2,2025-07-05 19:23:24
SCN-5-00255,ORD-00498-T1,ORD-00498,EV-05,MAIN-1,2025-07-05 19:23:27
SCN-5-00256,ORD-03092-T1,ORD-03092,EV-05,SIDE-A,2025-07-05 19:23:31
SCN-5-00257,ORD-02029-T2,ORD-02029,EV-05,SIDE-A,2025-07-05 19:23:37
SCN-5-00258,ORD-00594-T3,ORD-00594,EV-05,MAIN-1,2025-07-05 19:23:39
SCN-5-00259,ORD-02944-T3,ORD-02944,EV-05,MAIN-1,2025-07-05 19:23:43
SCN-5-00260,ORD-00568-T3,ORD-00568,EV-05,MAIN-2,2025-07-05 19:23:47
SCN-5-00261,ORD-01555-T1,ORD-01555,EV-05,MAIN-1,2025-07-05 19:23:47
SCN-5-00262,ORD-02080-T1,ORD-02080,EV-05,MAIN-2,2025-07-05 19:23:49
SCN-5-00263,ORD-00574-T2,ORD-00574,EV-05,MAIN-1,2025-07-05 19:23:56
SCN-5-00264,ORD-00854-T3,ORD-00854,EV-05,MAIN-2,2025-07-05 19:24:03
SCN-5-00265,ORD-00867-T3,ORD-00867,EV-05,MAIN-1,2025-07-05 19:24:09
SCN-5-00266,ORD-02280-T1,ORD-02280,EV-05,MAIN-2,2025-07-05 19:24:14
SCN-5-00267,ORD-01038-T1,ORD-01038,EV-05,MAIN-2,2025-07-05 19:24:24
SCN-5-00268,ORD-01618-T1,ORD-01618,EV-05,SIDE-A,2025-07-05 19:24:24
SCN-5-00269,ORD-02862-T1,ORD-02862,EV-05,MAIN-2,2025-07-05 19:24:24
SCN-5-00270,ORD-02406-T2,ORD-02406,EV-05,MAIN-1,2025-07-05 19:24:27
SCN-5-00271,ORD-03307-T1,ORD-03307,EV-05,MAIN-1,2025-07-05 19:24:29
SCN-5-00272,ORD-02473-T1,ORD-02473,EV-05,MAIN-1,2025-07-05 19:24:35
SCN-5-00273,ORD-00498-T1,ORD-00498,EV-05,MAIN-1,2025-07-05 19:24:39
