order_id,event_id,ordered_at,tier,qty,unit_price_usd,promo_code,status
ORD-00063,EV-05,2025-06-20 11:17:46,GA,4,42.00,SUMMER25,completed
ORD-00064,EV-07,2025-06-20 11:21:46,GA,1,34.00,,completed
ORD-00065,EV-04,2025-06-20 11:25:30,GA,2,40.00,,completed
ORD-00066,EV-02,2025-06-20 11:27:50,GA,1,32.00,,refunded
ORD-00067,EV-04,2025-06-20 11:30:09,GA,2,40.00,Summer25,completed
ORD-00068,EV-04,2025-06-20 11:35:23,GA,2,40.00,,completed
ORD-00069,EV-05,2025-06-20 11:46:30,GA,2,42.00,ENCORE,refunded
ORD-00070,EV-05,2025-06-20 11:50:31,GA,2,42.00,,completed
ORD-00071,EV-01,2025-06-20 11:52:25,GA,5,36.00,,completed
ORD-00072,EV-06,2025-06-20 11:53:23,Balcony,6,50.00,ONAIR10,completed
ORD-00073,EV-08,2025-06-20 11:55:18,GA,1,45.00,ENCORE,completed
ORD-00074,EV-01,2025-06-20 11:55:53,GA,5,36.00,,completed
ORD-00075,EV-04,2025-06-20 12:00:48,GA,1,40.00,FINDUS,completed
ORD-00076,EV-04,2025-06-20 12:02:15,GA,2,40.00,,completed
ORD-00077,EV-02,2025-06-20 12:05:28,GA,1,32.00,,completed
ORD-00078,EV-04,2025-06-20 12:10:05,GA,3,40.00,FINDUS,completed
ORD-00079,EV-04,2025-06-20 12:11:14,GA,3,40.00,,completed
ORD-00080,EV-06,2025-06-20 12:11:53,GA,5,38.00,,completed
ORD-00081,EV-01,2025-06-20 12:13:16,Balcony,2,52.00,SUMMER25,completed
ORD-00082,EV-04,2025-06-20 12:30:01,GA,2,40.00,SUMMER25,completed
ORD-00083,EV-03,2025-06-20 12:31:59,GA,4,30.00,ONAIR10,refunded
ORD-00084,EV-02,2025-06-20 12:36:41,GA,1,32.00,,completed
ORD-00085,EV-03,2025-06-20 12:40:01,GA,1,30.00,,completed
ORD-00086,EV-02,2025-06-20 12:40:18,Balcony,2,46.00,STUDENT10,completed
ORD-00087,EV-05,2025-06-20 12:40:39,Balcony,2,58.00,ONAIR10,completed
ORD-00088,EV-05,2025-06-20 12:49:50,GA,2,42.00,FINDUS,completed
ORD-00089,EV-06,2025-06-20 12:51:12,GA,3,38.00,,completed
ORD-00090,EV-07,2025-06-20 12:52:08,Balcony,1,48.00,,completed
ORD-00091,EV-07,2025-06-20 12:53:35,Balcony,2,48.00,ONAIR10,completed
ORD-00092,EV-08,2025-06-20 12:59:00,Balcony,2,62.00,,completed
ORD-00093,EV-05,2025-06-20 12:59:33,Balcony,2,58.00,,completed
ORD-00094,EV-01,2025-06-20 13:04:02,GA,1,36.00,SUMMER25,completed
ORD-00095,EV-04,2025-06-20 13:04:23,GA,1,40.00,,completed
ORD-00096,EV-06,2025-06-20 13:06:00,GA,2,38.00,ONAIR10,completed
ORD-00097,EV-04,2025-06-20 13:07:14,GA,2,40.00,,completed
ORD-00098,EV-03,2025-06-20 13:12:50,GA,4,30.00,,completed
ORD-00099,EV-07,2025-06-20 13:13:50,GA,2,34.00,,completed
ORD-00100,EV-03,2025-06-20 13:15:41,GA,6,30.00,,completed
ORD-00101,EV-01,2025-06-20 13:22:25,GA,3,36.00,SUMMER25,completed
ORD-00102,EV-07,2025-06-20 13:27:10,GA,2,34.00,FINDUS,completed
ORD-00103,EV-04,2025-06-20 13:27:44,GA,4,40.00,,completed
ORD-00104,EV-03,2025-06-20 13:28:37,GA,1,30.00, VIPNIGHT,completed
ORD-00105,EV-01,2025-06-20 13:32:38,VIP,1,85.00,,refunded
ORD-00106,EV-01,2025-06-20 13:33:10,Balcony,2,52.00,,completed
ORD-00107,EV-04,2025-06-20 13:34:15,Balcony,1,56.00,,completed
ORD-00108,EV-07,2025-06-20 13:34:35,GA,1,34.00,,completed
ORD-00109,EV-05,2025-06-20 13:39:39,GA,2,42.00,ONAIR10,completed
ORD-00110,EV-01,2025-06-20 13:44:09,GA,1,36.00,summer25,completed
ORD-00111,EV-01,2025-06-20 13:53:01,GA,5,36.00,ONAIR10,completed
ORD-00112,EV-08,2025-06-20 13:53:51,GA,2,45.00,SUMMER25,completed
ORD-00113,EV-01,2025-06-20 13:57:55,VIP,3,85.00,ONAIR10,completed
ORD-00114,EV-04,2025-06-20 14:05:19,GA,1,40.00,,completed
ORD-00115,EV-04,2025-06-20 14:07:07,GA,1,40.00,,completed
ORD-00116,EV-01,2025-06-20 14:08:40,Balcony,1,52.00,,completed
ORD-00117,EV-07,2025-06-20 14:10:09,GA,2,34.00,,completed
ORD-00118,EV-01,2025-06-20 14:11:38,VIP,2,85.00,,refunded
ORD-00119,EV-04,2025-06-20 14:12:40,GA,1,40.00,,completed
ORD-00120,EV-06,2025-06-20 14:26:27,GA,3,38.00,,completed
ORD-00121,EV-03,2025-06-20 14:26:40,GA,4,30.00,,completed
ORD-00122,EV-06,2025-06-20 14:35:08,GA,1,38.00,ONAIR10,completed
ORD-00123,EV-08,2025-06-20 14:38:33,VIP,4,110.00,STUDENT10,refunded
ORD-00124,EV-02,2025-06-20 14:45:28,GA,2,32.00,,completed
ORD-00125,EV-05,2025-06-20 14:45:38,GA,1,42.00,ONAIR10,completed
ORD-00126,EV-02,2025-06-20 14:50:10,GA,2,32.00,ONAIR10,completed
ORD-00127,EV-08,2025-06-20 14:55:18,GA,5,45.00,,completed
ORD-00128,EV-07,2025-06-20 14:59:13,Balcony,1,48.00,,completed
ORD-00129,EV-01,2025-06-20 15:01:07,GA,3,36.00,,completed
ORD-00130,EV-05,2025-06-20 15:05:21,GA,1,42.00,ONAIR10,completed
ORD-00131,EV-05,2025-06-20 15:09:16,GA,2,42.00,SUMMER25,completed
ORD-00132,EV-05,2025-06-20 15:13:11,GA,5,42.00,,completed
ORD-00133,EV-01,2025-06-20 15:13:21,GA,2,36.00,,completed
ORD-00134,EV-02,2025-06-20 15:30:11,GA,2,32.00,ONAIR10,completed
ORD-00135,EV-01,2025-06-20 15:36:15,GA,3,36.00,,completed
ORD-00136,EV-04,2025-06-20 15:40:40,GA,1,40.00,ONAIR10,completed
ORD-00137,EV-05,2025-06-20 15:51:35,VIP,2,95.00,SUMMER25,completed
ORD-00138,EV-01,2025-06-20 15:51:39,Balcony,2,52.00,,completed
ORD-00139,EV-04,2025-06-20 15:54:44,GA,1,40.00,,completed
ORD-00140,EV-04,2025-06-20 15:58:26,GA,2,40.00,,refunded
ORD-00141,EV-07,2025-06-20 16:06:27,GA,2,34.00,ONAIR10,completed
ORD-00142,EV-05,2025-06-20 16:15:13,GA,2,42.00,,completed
ORD-00143,EV-01,2025-06-20 16:18:24,GA,2,36.00,,completed
ORD-00144,EV-03,2025-06-20 16:19:28,Balcony,2,44.00,,completed
ORD-00145,EV-07,2025-06-20 16:22:22,GA,1,34.00,,completed
ORD-00146,EV-06,2025-06-20 16:24:53,Balcony,1,50.00,SUMMER25,completed
ORD-00147,EV-01,2025-06-20 16:27:09,GA,1,36.00,,completed
ORD-00148,EV-03,2025-06-20 16:28:47,GA,5,30.00,,completed
ORD-00149,EV-04,2025-06-20 16:34:12,GA,1,40.00,,completed
ORD-00150,EV-05,2025-06-20 16:34:47,Balcony,1,58.00,,completed
ORD-00151,EV-01,2025-06-20 16:35:09,VIP,2,85.00,,completed
ORD-00152,EV-05,2025-06-20 16:35:56,GA,1,42.00,,completed
ORD-00153,EV-04,2025-06-20 16:36:25,GA,2,40.00,FINDUS,completed
ORD-00154,EV-05,2025-06-20 16:39:30,GA,2,42.00,FINDUS,completed
ORD-00155,EV-08,2025-06-20 16:47:05,Balcony,2,62.00,ONAIR10,completed
ORD-00156,EV-06,2025-06-20 16:48:14,GA,3,38.00,ONAIR10,completed
ORD-00157,EV-04,2025-06-20 16:49:54,GA,2,40.00,,completed
ORD-00158,EV-02,2025-06-20 16:57:31,GA,1,32.00,STUDENT10,completed
ORD-00159,EV-04,2025-06-20 17:00:21,VIP,2,90.00,ENCORE,completed
ORD-00160,EV-08,2025-06-20 17:00:51,GA,3,45.00,,completed
ORD-00161,EV-05,2025-06-20 17:06:47,GA,3,42.00,,completed
ORD-00162,EV-04,2025-06-20 17:11:52,Balcony,2,56.00,FINDUS,completed
ORD-00163,EV-05,2025-06-20 17:12:13,Balcony,3,58.00,,completed
ORD-00164,EV-05,2025-06-20 17:13:29,Balcony,1,58.00,FINDUS,completed
ORD-00165,EV-03,2025-06-20 17:17:44,GA,4,30.00,ONAIR10,completed
ORD-00166,EV-04,2025-06-20 17:18:02,GA,1,40.00,,completed
ORD-00167,EV-02,2025-06-20 17:18:38,VIP,5,75.00,ONAIR10,completed
ORD-00168,EV-05,2025-06-20 17:19:53,GA,1,42.00,FINDUS,completed
ORD-00169,EV-06,2025-06-20 17:22:34,GA,1,38.00,ONAIR10,completed
ORD-00170,EV-02,2025-06-20 17:23:50,Balcony,1,46.00,Summer25,refunded
ORD-00171,EV-04,2025-06-20 17:28:16,GA,2,40.00,ONAIR10,completed
ORD-00172,EV-02,2025-06-20 17:29:17,Balcony,2,46.00,,completed
ORD-00173,EV-07,2025-06-20 17:36:03,GA,2,34.00,FINDUS,completed
ORD-00174,EV-02,2025-06-20 17:37:16,GA,3,32.00,,refunded
ORD-00175,EV-03,2025-06-20 17:43:20,GA,1,30.00,ONAIR10,completed
ORD-00176,EV-02,2025-06-20 17:45:38,VIP,1,75.00,ONAIR10,completed
ORD-00177,EV-01,2025-06-20 17:46:51,Balcony,2,52.00,SUMMER25,completed
ORD-00178,EV-06,2025-06-20 17:51:39,GA,1,38.00,SUMMER25,completed
ORD-00179,EV-08,2025-06-20 17:53:52,GA,2,45.00,,completed
ORD-00180,EV-05,2025-06-20 17:55:20,GA,1,42.00,SUMMER25,completed
ORD-00181,EV-07,2025-06-20 17:56:23,VIP,2,72.00,VIPNIGHT ,refunded
ORD-00182,EV-02,2025-06-20 17:56:24,GA,2,32.00,,completed
ORD-00183,EV-01,2025-06-20 17:59:50,Balcony,4,52.00,FINDUS,completed
ORD-00184,EV-06,2025-06-20 18:03:25,Balcony,3,50.00,,completed
ORD-00185,EV-04,2025-06-20 18:06:04,Balcony,2,56.00,ONAIR10,completed
ORD-00186,EV-06,2025-06-20 18:07:56,GA,2,38.00,,completed
ORD-00187,EV-05,2025-06-20 18:11:57,GA,2,42.00,SUMMER25,completed
ORD-00188,EV-06,2025-06-20 18:19:36,GA,1,38.00,,completed
ORD-00189,EV-01,2025-06-20 18:19:50,Balcony,2,52.00,,completed
ORD-00190,EV-02,2025-06-20 18:20:35,GA,1,32.00,FINDUS,completed
ORD-00191,EV-06,2025-06-20 18:21:21,VIP,2,80.00,ONAIR10,completed
ORD-00192,EV-05,2025-06-20 18:21:34,GA,2,42.00,ONAIR10,completed
ORD-00193,EV-08,2025-06-20 18:22:03,GA,2,45.00,SUMMER25,completed
ORD-00194,EV-04,2025-06-20 18:24:16,VIP,1,90.00,,completed
ORD-00195,EV-03,2025-06-20 18:26:10,GA,2,30.00,FINDUS,completed
ORD-00196,EV-06,2025-06-20 18:28:22,GA,2,38.00,,completed
ORD-00197,EV-05,2025-06-20 18:30:16,VIP,2,95.00,SUMMER25,completed
ORD-00198,EV-07,2025-06-20 18:32:24,GA,1,34.00,FINDUS,completed
ORD-00199,EV-01,2025-06-20 18:33:40,VIP,2,85.00,,completed
ORD-00200,EV-02,2025-06-20 18:35:04,GA,2,32.00,,completed
ORD-00201,EV-08,2025-06-20 18:37:21,VIP,2,110.00,STUDENT10,completed
ORD-00202,EV-08,2025-06-20 18:37:51,Balcony,2,62.00,,completed
ORD-00203,EV-01,2025-06-20 18:38:04,Balcony,5,52.00,summer25,completed
ORD-00204,EV-02,2025-06-20 18:39:20,GA,3,32.00,,completed
ORD-00205,EV-07,2025-06-20 18:41:58,VIP,4,72.00,STUDENT10,completed
ORD-00206,EV-08,2025-06-20 18:48:54,Balcony,2,62.00,,completed
ORD-00207,EV-07,2025-06-20 18:51:06,GA,2,34.00,,completed
ORD-00208,EV-02,2025-06-20 18:54:10,GA,2,32.00,,completed
ORD-00209,EV-04,2025-06-20 18:55:32,Balcony,2,56.00,ONAIR10,completed
ORD-00210,EV-08,2025-06-20 18:58:08,Balcony,2,62.00,,completed
ORD-00211,EV-07,2025-06-20 19:00:08,GA,1,34.00,FINDUS,completed
ORD-00212,EV-06,2025-06-20 19:00:42,GA,1,38.00,SUMMER25,completed
ORD-00213,EV-04,2025-06-20 19:00:50,GA,1,40.00,,completed
ORD-00214,EV-06,2025-06-20 19:01:42,GA,2,38.00,SUMMER25,completed
ORD-00215,EV-08,2025-06-20 19:04:22,GA,4,45.00,ONAIR10,completed
ORD-00216,EV-03,2025-06-20 19:04:35,GA,2,30.00,ONAIR10,completed
ORD-00217,EV-04,2025-06-20 19:04:37,GA,1,40.00,ONAIR10,completed
ORD-00218,EV-04,2025-06-20 19:04:52,GA,2,40.00,FINDUS,completed
ORD-00219,EV-05,2025-06-20 19:05:33,GA,1,42.00,Summer25,completed
ORD-00220,EV-02,2025-06-20 19:05:53,GA,3,32.00,ONAIR10,completed
ORD-00221,EV-05,2025-06-20 19:06:38,GA,2,42.00,,completed
ORD-00222,EV-08,2025-06-20 19:07:00,GA,2,45.00,,completed
ORD-00223,EV-06,2025-06-20 19:07:55,GA,1,38.00,,completed
ORD-00224,EV-03,2025-06-20 19:08:53,Balcony,3,44.00,Summer25,completed
ORD-00225,EV-02,2025-06-20 19:09:46,GA,4,32.00,,completed
ORD-00226,EV-07,2025-06-20 19:11:09,Balcony,1,48.00,SUMMER25,completed
ORD-00227,EV-04,2025-06-20 19:12:54,GA,5,40.00,SUMMER25,completed
ORD-00228,EV-05,2025-06-20 19:13:45,Balcony,3,58.00,,completed
ORD-00229,EV-07,2025-06-20 19:14:38,GA,3,34.00,SUMMER25,refunded
ORD-00230,EV-03,2025-06-20 19:17:26,VIP,2,70.00,ONAIR10,completed
ORD-00231,EV-01,2025-06-20 19:19:05,GA,2,36.00,,completed
ORD-00232,EV-08,2025-06-20 19:20:22,GA,2,45.00,,completed
ORD-00233,EV-05,2025-06-20 19:20:37,Balcony,5,58.00,ONAIR10,completed
ORD-00234,EV-07,2025-06-20 19:21:30,GA,1,34.00,,completed
ORD-00235,EV-05,2025-06-20 19:21:55,Balcony,5,58.00,,completed
ORD-00236,EV-08,2025-06-20 19:24:36,GA,2,45.00,SUMMER25,completed
ORD-00237,EV-04,2025-06-20 19:25:15,VIP,2,90.00,SUMMER25,completed
ORD-00238,EV-05,2025-06-20 19:25:58,GA,2,42.00,SUMMER25,completed
ORD-00239,EV-05,2025-06-20 19:32:48,GA,1,42.00,,completed
ORD-00240,EV-08,2025-06-20 19:33:08,GA,3,45.00,ONAIR10,refunded
ORD-00241,EV-08,2025-06-20 19:35:27,GA,1,45.00,,completed
ORD-00242,EV-04,2025-06-20 19:36:30,GA,2,40.00,FINDUS,completed
ORD-00243,EV-02,2025-06-20 19:37:39,GA,2,32.00,ONAIR10,completed
ORD-00244,EV-04,2025-06-20 19:37:44,GA,2,40.00,ONAIR10,completed
ORD-00245,EV-02,2025-06-20 19:37:48,GA,3,32.00,,completed
ORD-00246,EV-07,2025-06-20 19:38:37,Balcony,3,48.00,SUMMER25,completed
ORD-00247,EV-07,2025-06-20 19:38:38,Balcony,1,48.00,ONAIR10,completed
ORD-00248,EV-04,2025-06-20 19:38:48,Balcony,1,56.00,ONAIR10,completed
ORD-00249,EV-07,2025-06-20 19:39:18,GA,3,34.00,,completed
ORD-00250,EV-05,2025-06-20 19:40:00,VIP,3,95.00,FINDUS,completed
ORD-00251,EV-04,2025-06-20 19:40:29,GA,2,40.00,,completed
ORD-00252,EV-06,2025-06-20 19:42:42,Balcony,2,50.00,,completed
ORD-00253,EV-08,2025-06-20 19:43:06,GA,2,45.00,FINDUS,completed
ORD-00254,EV-05,2025-06-20 19:48:02,GA,2,42.00,STUDENT10,completed
ORD-00255,EV-08,2025-06-20 19:50:34,GA,4,45.00,ONAIR10,completed
ORD-00256,EV-07,2025-06-20 19:51:25,GA,1,34.00,SUMMER25,completed
ORD-00257,EV-07,2025-06-20 19:51:37,GA,4,34.00,SUMMER25,completed
ORD-00258,EV-02,2025-06-20 19:52:07,GA,1,32.00,,completed
ORD-00259,EV-02,2025-06-20 19:53:24,Balcony,1,46.00,vipnight,completed
ORD-00260,EV-08,2025-06-20 19:53:37,VIP,2,110.00,,completed
ORD-00261,EV-04,2025-06-20 19:53:50,Balcony,1,56.00,,completed
ORD-00262,EV-07,2025-06-20 19:56:22,GA,2,34.00,,completed
ORD-00263,EV-04,2025-06-20 19:57:23,GA,2,40.00,SUMMER25,completed
ORD-00264,EV-01,2025-06-20 19:58:24,GA,1,36.00,,completed
ORD-00265,EV-06,2025-06-20 19:58:27,GA,2,38.00,ONAIR10,completed
ORD-00266,EV-06,2025-06-20 19:58:57,Balcony,1,50.00,ONAIR10,completed
ORD-00267,EV-05,2025-06-20 20:00:23,GA,1,42.00,ONAIR10,completed
ORD-00268,EV-01,2025-06-20 20:03:47,GA,1,36.00,SUMMER25,refunded
ORD-00269,EV-08,2025-06-20 20:03:49,GA,2,45.00,ONAIR10,completed
ORD-00270,EV-08,2025-06-20 20:07:36,Balcony,6,62.00,,completed
ORD-00271,EV-08,2025-06-20 20:09:58,GA,1,45.00,ENCORE,completed
ORD-00272,EV-07,2025-06-20 20:10:43,Balcony,1,48.00,FINDUS,completed
ORD-00273,EV-01,2025-06-20 20:11:08,VIP,3,85.00,ONAIR10,completed
ORD-00274,EV-08,2025-06-20 20:11:59,Balcony,1,62.00,SUMMER25,completed
ORD-00275,EV-04,2025-06-20 20:13:28,GA,2,40.00,SUMMER25,completed
ORD-00276,EV-08,2025-06-20 20:14:41,GA,2,45.00,,completed
ORD-00277,EV-04,2025-06-20 20:15:10,GA,1,40.00,ENCORE,completed
ORD-00278,EV-03,2025-06-20 20:15:25,Balcony,1,44.00,ONAIR10,completed
ORD-00279,EV-05,2025-06-20 20:16:17,GA,1,42.00,ONAIR10,completed
ORD-00280,EV-04,2025-06-20 20:18:28,GA,3,40.00,,completed
ORD-00281,EV-01,2025-06-20 20:24:55,Balcony,3,52.00,ONAIR10,completed
ORD-00282,EV-03,2025-06-20 20:25:09,GA,2,30.00,,completed
ORD-00283,EV-08,2025-06-20 20:26:04,GA,2,45.00,SUMMER25,completed
ORD-00284,EV-08,2025-06-20 20:26:26,Balcony,4,62.00,,completed
ORD-00285,EV-01,2025-06-20 20:26:32,GA,1,36.00,SUMMER25,completed
ORD-00286,EV-07,2025-06-20 20:27:23,GA,2,34.00,SUMMER25,completed
ORD-00287,EV-07,2025-06-20 20:27:27,GA,2,34.00,SUMMER25,completed
ORD-00288,EV-02,2025-06-20 20:30:13,Balcony,2,46.00,ONAIR10,completed
ORD-00289,EV-05,2025-06-20 20:31:15,Balcony,1,58.00,,completed
ORD-00290,EV-02,2025-06-20 20:31:21,GA,1,32.00,,completed
ORD-00291,EV-03,2025-06-20 20:32:38,GA,4,30.00,ONAIR10,completed
ORD-00292,EV-05,2025-06-20 20:33:20,Balcony,4,58.00,FINDUS,completed
ORD-00293,EV-01,2025-06-20 20:36:33,GA,2,36.00,SUMMER25,refunded
ORD-00294,EV-08,2025-06-20 20:37:16,GA,4,45.00,SUMMER25,refunded
ORD-00295,EV-02,2025-06-20 20:38:59,GA,5,32.00,,completed
ORD-00296,EV-06,2025-06-20 20:39:27,VIP,4,80.00,FINDUS,completed
ORD-00297,EV-02,2025-06-20 20:40:00,GA,2,32.00,,completed
ORD-00298,EV-02,2025-06-20 20:42:16,VIP,2,75.00,SUMMER25,completed
ORD-00299,EV-06,2025-06-20 20:42:51,GA,1,38.00,ONAIR10,completed
ORD-00300,EV-07,2025-06-20 20:42:57,GA,1,34.00,SUMMER25,completed
ORD-00301,EV-06,2025-06-20 20:43:05,GA,3,38.00,,completed
ORD-00302,EV-04,2025-06-20 20:43:17,GA,2,40.00,,completed
ORD-00303,EV-04,2025-06-20 20:43:35,GA,2,40.00,,completed
ORD-00304,EV-06,2025-06-20 20:44:29,GA,1,38.00,ONAIR10,completed
ORD-00305,EV-04,2025-06-20 20:45:21,GA,1,40.00,,completed
ORD-00306,EV-04,2025-06-20 20:45:28,Balcony,2,56.00,,completed
ORD-00307,EV-05,2025-06-20 20:46:59,GA,1,42.00,,completed
ORD-00308,EV-05,2025-06-20 20:48:35,GA,2,42.00,,completed
ORD-00309,EV-07,2025-06-20 20:48:54,GA,1,34.00, ONAIR10,completed
ORD-00310,EV-01,2025-06-20 20:49:08,VIP,1,85.00,,completed
ORD-00311,EV-04,2025-06-20 20:49:12,GA,1,40.00,,completed
ORD-00312,EV-03,2025-06-20 20:49:31,GA,2,30.00,ONAIR10,completed
ORD-00313,EV-01,2025-06-20 20:49:52,GA,2,36.00,ONAIR10,completed
ORD-00314,EV-06,2025-06-20 20:50:04,GA,6,38.00,,completed
ORD-00315,EV-05,2025-06-20 20:51:23,GA,2,42.00,summer25,completed
ORD-00316,EV-02,2025-06-20 20:52:06,GA,2,32.00,STUDENT10,completed
ORD-00317,EV-05,2025-06-20 20:54:02,VIP,1,95.00, VIPNIGHT,completed
ORD-00318,EV-08,2025-06-20 20:56:20,GA,4,45.00,,completed
ORD-00319,EV-08,2025-06-20 20:56:41,GA,2,45.00,ONAIR10,completed
ORD-00320,EV-02,2025-06-20 20:57:33,GA,2,32.00, SUMMER25,completed
ORD-00321,EV-04,2025-06-20 20:59:07,GA,2,40.00,,completed
ORD-00322,EV-02,2025-06-20 21:00:02,GA,1,32.00,,completed
ORD-00323,EV-03,2025-06-20 21:02:25,GA,6,30.00,,completed
ORD-00324,EV-08,2025-06-20 21:03:36,Balcony,1,62.00,,completed
ORD-00325,EV-02,2025-06-20 21:04:19,GA,2,32.00,Summer25,completed
ORD-00326,EV-08,2025-06-20 21:04:30,Balcony,6,62.00,ONAIR10,completed
ORD-00327,EV-01,2025-06-20 21:06:33,GA,5,36.00,SUMMER25,completed
ORD-00328,EV-07,2025-06-20 21:06:48,VIP,1,72.00,,completed
ORD-00329,EV-06,2025-06-20 21:07:35,Balcony,6,50.00,,completed
ORD-00330,EV-02,2025-06-20 21:08:32,GA,1,32.00,FINDUS,completed
ORD-00331,EV-06,2025-06-20 21:12:06,GA,1,38.00,,completed
ORD-00332,EV-05,2025-06-20 21:12:08,GA,4,42.00,,completed
ORD-00333,EV-08,2025-06-20 21:13:21,GA,1,45.00,,completed
ORD-00334,EV-04,2025-06-20 21:13:37,GA,1,40.00,ONAIR10,completed
ORD-00335,EV-04,2025-06-20 21:13:39,Balcony,3,56.00,,completed
